Highest_Charting_Position,Number_of_Times_Charted,Week_of_Highest_Charting,Week_of_Highest_Charting_year,Week_of_Highest_Charting_month,Week_of_Highest_Charting_day,Song_Name,Streams,Artist,Artist_Followers,Song_ID,Release_Date,Release_Date_year,Release_Date_month,Release_Date_day,Weeks_Charted,Weeks_Charted_year,Weeks_Charted_month,Weeks_Charted_day,Popularity,Danceability,Energy,Loudness,Speechiness,Acousticness,Liveness,Tempo,Duration_ms,Valence,Chord,Genre_1,Genre_2,Genre_3,Genre_4,Genre_5,Genre_6,Genre_7,Genre_8,Genre_9,Genre_10,Genre_11
8,24,4/2/2021,2021,4,2,Heartbreak Anniversary,8832945,Giveon,1398563,3FAJ6O0NOHQV8Mc5Ri6ENp,3/27/2020,2020,3,27,7/23/2021,2021,7,23,87,0.449,0.465,-8.964,0.079,0.524,0.303,89.087,198371,0.543,C,pop, r&b,,,,,,,,,
92,2,5/15/2020,2020,5,15,X (with KAROL G),5018592,Jonas Brothers,5436999,77fvnWALKJR0ws1VUx09CY,5/15/2020,2020,5,15,5/22/2020,2020,5,22,70,0.715,0.827,-5.09,0.062,0.049,0.321,117.977,185277,0.75,E,boy band, dance pop, pop, post-teen pop,,,,,,,
181,1,12/18/2020,2020,12,18,Christmas Tree Farm,6657404,Taylor Swift,42227614,2mvabkN1i2gLnGAPUVdwek,12/6/2019,2019,12,6,12/18/2020,2020,12,18,52,0.598,0.68,-4.505,0.033,0.06,0.324,134.002,228027,0.437,G,pop, post-teen pop,,,,,,,,,
12,29,11/27/2020,2020,11,27,TE MUDASTE,5242347,Bad Bunny,36142273,5RubKOuDoPn5Kj5TLVxSxY,11/27/2020,2020,11,27,6/11/2021,2021,6,11,82,0.811,0.637,-4.835,0.059,0.234,0.118,92.025,130014,0.471,A#/Bb,latin, reggaeton, trap latino,,,,,,,,
32,10,1/3/2020,2020,1,3,Futsal Shuffle 2020,5386512,Lil Uzi Vert,11821805,2Ec33AVlkTTq8BHFgBTdQs,12/12/2019,2019,12,12,2/28/2020,2020,2,28,67,0.881,0.457,-8.191,0.156,0.033,0.231,136.97,198913,0.296,G,melodic rap, philly rap, rap, trap,,,,,,,
109,1,2/21/2020,2020,2,21,Interlude : Shadow,6655856,BTS,37151476,2Nib4r0saYQf2pUV4RFDhl,2/21/2020,2020,2,21,2/21/2020,2020,2,21,68,0.385,0.798,-6.439,0.483,0.115,0.181,149.756,259821,0.141,A,k-pop, k-pop boy group,,,,,,,,,
135,15,8/28/2020,2020,8,28,El Mismo Aire - con Pablo Alborán,4705484,Camilo,10580764,5EbtodsuLbxrFDH6j5avVS,6/10/2020,2020,6,10,10/16/2020,2020,10,16,75,0.483,0.492,-6.591,0.295,0.603,0.323,144.511,188213,0.66,C,colombian pop, reggaeton colombiano,,,,,,,,,
47,1,6/25/2021,2021,6,25,LEMONHEAD (feat. 42 Dugg),11380679,"Tyler, The Creator",6777818,5fbHRCsGpFIOLRtlhCRFDR,6/25/2021,2021,6,25,6/25/2021,2021,6,25,78,0.62,0.586,-6.612,0.212,0.155,0.535,137.131,130980,0.487,C#/Db,hip hop, rap,,,,,,,,,
76,17,6/26/2020,2020,6,26,Tak Tiki Tak,4761286,Harry Nach,134339,7gwwt1IaAWwmB7af0AcuBM,7/10/2020,2020,7,10,9/25/2020,2020,9,25,71,0.801,0.579,-4.78,0.081,0.333,0.172,99.994,212406,0.231,B,trap chileno, trap latino,,,,,,,,,
129,1,1/24/2020,2020,1,24,Donuts,6113037,Gzuz,1140383,5XVPNr0CAoUn1jD033Ucoo,2/13/2020,2020,2,13,1/24/2020,2020,1,24,62,0.784,0.703,-7.491,0.236,0.097,0.075,141.035,162938,0.556,B,deep german hip hop, german hip hop, hamburg hip hop,,,,,,,,
83,2,7/23/2021,2021,7,23,Bezos I,7516291,Bo Burnham,1042079,0Kdj7nwaYQmvhxnqZaIQuW,6/10/2021,2021,6,10,7/23/2021,2021,7,23,84,0.694,0.948,-5.307,0.036,0.009,0.139,115.044,58149,0.705,D,comic,,,,,,,,,,
134,1,6/19/2020,2020,6,19,Snow On Tha Bluff,5060764,J. Cole,14103694,1oOEkBNp4zWnkD7nWjJdog,6/16/2020,2020,6,16,6/19/2020,2020,6,19,66,0.586,0.512,-8.819,0.067,0.723,0.119,75.857,235480,0.235,G#/Ab,conscious hip hop, hip hop, north carolina hip hop, rap,,,,,,,
8,10,7/2/2021,2021,7,2,I WANNA BE YOUR SLAVE,24551591,Måneskin,3377762,4pt5fDVTg5GhEvEtlz9dKk,3/19/2021,2021,3,19,7/23/2021,2021,7,23,95,0.75,0.608,-4.008,0.039,0.002,0.178,132.507,173347,0.958,C#/Db,indie rock italiano, italian pop,,,,,,,,,
153,1,11/13/2020,2020,11,13,Stripes Like Burberry,5445204,"Future, Lil Uzi Vert",10491105,6lt8iodSkYWEV0ifKCSlfg,11/13/2020,2020,11,13,11/13/2020,2020,11,13,56,0.758,0.574,-7.833,0.217,0.216,0.144,144.081,274313,0.706,A,atl hip hop, pop rap, rap, southern hip hop, trap,,,,,,
15,8,2/14/2020,2020,2,14,Forever (feat. Post Malone & Clever),6517807,Justin Bieber,48544923,2ZlCGeK30BLRNSPC832pNZ,2/14/2020,2020,2,14,4/3/2020,2020,4,3,68,0.825,0.483,-5.746,0.08,0.538,0.204,139.98,219933,0.892,G#/Ab,canadian pop, pop, post-teen pop,,,,,,,,
65,2,2/28/2020,2020,2,28,Heatin Up (feat. Gunna),6004839,Lil Baby,7816213,7KSSdFCBHCfq4KPzz78ghk,2/28/2020,2020,2,28,3/6/2020,2020,3,6,66,0.788,0.436,-9.435,0.364,0.061,0.098,129.847,177314,0.341,C#/Db,atl hip hop, atl trap, rap, trap,,,,,,,
84,1,2/21/2020,2020,2,21,Moon,7850129,BTS,37151476,1xfXXujIlLZAx5wpu46Nyk,2/21/2020,2020,2,21,2/21/2020,2020,2,21,72,0.703,0.646,-6.658,0.06,0.01,0.191,141.87,208590,0.64,F#/Gb,k-pop, k-pop boy group,,,,,,,,,
5,32,2/5/2021,2021,2,5,Bandido,5734402,"Myke Towers, Juhn",6150675,1xK1Gg9SxG8fy2Ya373oqb,12/10/2020,2020,12,10,7/23/2021,2021,7,23,85,0.713,0.617,-4.637,0.089,0.122,0.096,168.021,232853,0.682,G#/Ab,trap latino,,,,,,,,,,
199,1,5/7/2021,2021,5,7,Paradigmas,5018076,Jorge & Mateus,15013645,17UfXrL7Run3GyZJW4uRjC,4/22/2021,2021,4,22,5/7/2021,2021,5,7,72,0.686,0.789,-4.103,0.126,0.322,0.4,157.932,157355,0.822,C#/Db,sertanejo, sertanejo universitario,,,,,,,,,
122,1,3/27/2020,2020,3,27,Auto Blu,5995116,"Shiva, Eiffel 65",561372,5swpvba5YLqVDy1nbzUdog,3/26/2020,2020,3,26,3/27/2020,2020,3,27,56,0.82,0.783,-6.146,0.062,0.016,0.094,130.015,166087,0.653,F,italian hip hop, trap italiana,,,,,,,,,
24,3,7/24/2020,2020,7,24,betty,5112180,Taylor Swift,42227614,5kI4eCXXzyuIUXjQra0Cxi,7/24/2020,2020,7,24,8/7/2020,2020,8,7,71,0.593,0.377,-8.761,0.025,0.6,0.098,95.939,294521,0.502,C,pop, post-teen pop,,,,,,,,,
54,7,1/22/2021,2021,1,22,Antes,5232377,"Anuel AA, Ozuna",18306226,73O30uMI7n6DuzBmbtO7kC,1/22/2021,2021,1,22,3/5/2021,2021,3,5,73,0.817,0.737,-5.453,0.102,0.046,0.092,93.985,206587,0.67,F#/Gb,latin, reggaeton, reggaeton flow, trap boricua, trap latino,,,,,,
13,83,1/24/2020,2020,1,24,bad guy,5436286,Billie Eilish,1250353,1hewNsVmijBqjKvFRQfk4m,8/13/2021,2021,8,13,7/23/2021,2021,7,23,0,0.701,0.425,-10.965,0.375,0.328,0.1,135.128,194088,0.562,G,,,,,,,,,,,
61,26,8/21/2020,2020,8,21,Electric Love,5060903,BØRNS,1027085,2GiJYvgVaD2HtM8GqD9EgQ,10/16/2015,2015,10,16,3/5/2021,2021,3,5,83,0.611,0.797,-7.627,0.053,0.005,0.26,120.041,218107,0.518,F#/Gb,modern alternative rock, modern rock, pop,,,,,,,,
123,1,5/22/2020,2020,5,22,Komm Komm,5552890,Capital Bra,4093115,3US6RbELvvrPw3DcvtJmis,5/21/2020,2020,5,21,5/22/2020,2020,5,22,53,0.485,0.793,-3.836,0.426,0.251,0.146,87.629,160667,0.371,B,german hip hop,,,,,,,,,,
12,11,5/28/2021,2021,5,28,ZITTI E BUONI,7975148,Måneskin,3377762,776AftMmFFAWUIEAb3lHhw,3/19/2021,2021,3,19,7/23/2021,2021,7,23,86,0.625,0.939,-3.115,0.067,0.001,0.424,102.999,194787,0.644,E,indie rock italiano, italian pop,,,,,,,,,
86,8,7/17/2020,2020,7,17,What's Love Got to Do with It,4538382,"Kygo, Tina Turner",7593792,3Be7CLdHZpyzsVijme39cW,7/17/2020,2020,7,17,9/4/2020,2020,9,4,74,0.75,0.664,-5.908,0.154,0.275,0.063,105.023,208156,0.617,G#/Ab,edm, pop, pop dance, tropical house,,,,,,,
110,2,7/16/2021,2021,7,16,Wild Side (feat. Cardi B),5366242,Normani,1304510,2vXgyN14LX2zl7JEASw242,7/22/2021,2021,7,22,7/23/2021,2021,7,23,75,0.74,0.576,-6.744,0.146,0.025,0.104,110.095,209476,0.315,F#/Gb,dance pop, pop, pop rap, post-teen pop, r&b, urban contemporary,,,,,
112,3,6/11/2021,2021,6,11,Petrouchka (feat. PLK),5511544,Soso Maness,289437,03y045SZqaC94yfXl1cU4E,6/4/2021,2021,6,4,6/18/2021,2021,6,18,79,0.624,0.802,-4.818,0.311,0.06,0.252,133.888,189933,0.818,F#/Gb,francoton, french hip hop, pop urbaine, rap francais, rap marseille,,,,,,
186,10,8/7/2020,2020,8,7,I'm Yours,4391666,Jason Mraz,6167871,1EzrEOXmMH3G43AXT1y7pA,5/12/2008,2008,5,12,8/21/2020,2020,8,21,80,0.686,0.457,-8.322,0.047,0.595,0.105,150.953,242187,0.718,B,acoustic pop, neo mellow, pop, pop rock,,,,,,,
100,1,7/3/2020,2020,7,3,Enjoy Yourself (feat. Karol G),6620040,Pop Smoke,6852509,3NWrHCwvyII4fTx05PN3IO,7/3/2020,2020,7,3,7/3/2020,2020,7,3,70,0.764,0.676,-6.761,0.093,0.389,0.215,97.02,197938,0.461,B,brooklyn drill,,,,,,,,,,
21,15,3/6/2020,2020,3,6,P2,4769996,Lil Uzi Vert,11821805,3kW4z2pIj5VY5fLjBrMRL5,3/6/2020,2020,3,6,6/12/2020,2020,6,12,73,0.775,0.72,-5.353,0.193,0.024,0.114,155.086,234627,0.49,B,melodic rap, philly rap, rap, trap,,,,,,,
129,4,7/3/2020,2020,7,3,Past Life (with Selena Gomez),5228433,Trevor Daniel,632097,7MN8RYSofZsFROBlEOAzXq,6/26/2020,2020,6,26,7/17/2020,2020,7,17,47,0.575,0.543,-5.062,0.053,0.102,0.176,159.905,186480,0.283,D#/Eb,alternative r&b, melodic rap, pop rap,,,,,,,,
139,8,3/13/2020,2020,3,13,Fantasias - Remix,4401019,"Rauw Alejandro, Anuel AA, Natti Natasha, Farruko, Lunay",6096559,0A37XY67wSdGqkGjtfW6aV,3/6/2020,2020,3,6,5/1/2020,2020,5,1,70,0.816,0.72,-4.454,0.068,0.206,0.277,94.004,267242,0.78,C#/Db,puerto rican pop, trap latino,,,,,,,,,
48,6,5/8/2020,2020,5,8,BYE ME FUI,4567732,Bad Bunny,36177712,0FktnzDqjClqU6iqOZVEs2,5/10/2020,2020,5,10,6/12/2020,2020,6,12,72,0.712,0.599,-6.342,0.112,0.412,0.103,179.788,178000,0.588,F,latin, reggaeton, trap latino,,,,,,,,
41,13,7/23/2021,2021,7,23,Miénteme,11477024,"TINI, Maria Becerra",2936204,0cOa970mzTWAxKtltpkpLc,4/29/2021,2021,4,29,7/23/2021,2021,7,23,90,0.85,0.541,-4.522,0.067,0.161,0.286,92.003,165275,0.916,D,latin pop, pop argentino,,,,,,,,,
117,7,1/3/2020,2020,1,3,Hot (Remix) [feat. Gunna and Travis Scott],4905155,"Travis Scott, Young Thug",3337982,56AMYGJzxBO6p8v0wEe9de,11/1/2019,2019,11,1,2/7/2020,2020,2,7,68,0.845,0.631,-8.206,0.216,0.188,0.081,111.983,279907,0.545,G,atl hip hop, hip hop, melodic rap, rap, trap,,,,,,
70,3,2/28/2020,2020,2,28,Hablamos Mañana,6105711,"Bad Bunny, Duki, Pablo Chill-E",36177712,1V8XneTrX6kKeoxYbk4x6h,2/29/2020,2020,2,29,3/13/2020,2020,3,13,69,0.683,0.677,-4.496,0.047,0.087,0.1,156.019,240253,0.514,C#/Db,latin, reggaeton, trap latino,,,,,,,,
106,1,5/29/2020,2020,5,29,1000 Doves,6069544,Lady Gaga,18585963,62hTXlVQacy3pjBW4ntRPl,5/29/2020,2020,5,29,5/29/2020,2020,5,29,58,0.668,0.826,-4.466,0.038,0.024,0.474,122.973,215480,0.388,A,dance pop, pop, post-teen pop,,,,,,,,
57,5,7/23/2021,2021,7,23,Meu Pedaço de Pecado,9206366,João Gomes,409173,2kJRlOyrxsy7Ot3c5TZ8Q6,6/1/2021,2021,6,1,7/23/2021,2021,7,23,83,0.668,0.887,-4.404,0.056,0.369,0.257,151.92,157176,0.907,B,,,,,,,,,,,
22,2,12/11/2020,2020,12,11,‘tis the damn season,8115520,Taylor Swift,42227614,7dW84mWkdWE5a6lFWxJCBG,12/11/2020,2020,12,11,12/18/2020,2020,12,18,66,0.575,0.434,-8.193,0.031,0.735,0.105,145.916,229840,0.348,F,pop, post-teen pop,,,,,,,,,
31,2,10/30/2020,2020,10,30,shut up,5282490,Ariana Grande,67208170,3ko9jEHNt4O5fjKN65ULJp,10/30/2020,2020,10,30,11/6/2020,2020,11,6,63,0.499,0.462,-5.308,0.031,0.801,0.095,127.698,157710,0.599,C,dance pop, pop, post-teen pop,,,,,,,,
5,21,4/9/2021,2021,4,9,Leave The Door Open,13963568,"Bruno Mars, Anderson .Paak, Silk Sonic",32574754,7MAibcTli4IisCtbHKrGMh,3/5/2021,2021,3,5,7/23/2021,2021,7,23,92,0.586,0.616,-7.964,0.032,0.182,0.093,148.088,242096,0.719,F,dance pop, pop, post-teen pop,,,,,,,,
151,1,2/28/2020,2020,2,28,Matrix,5724739,Apache 207,1674348,7ygVaACDENw4PgLbN1awFE,2/24/2020,2020,2,24,2/28/2020,2020,2,28,55,0.789,0.509,-8.766,0.291,0.768,0.272,114.957,183793,0.418,A,german hip hop,,,,,,,,,,
68,1,4/9/2021,2021,4,9,X Gon' Give It To Ya,8638360,DMX,2815928,1zzxoZVylsna2BQB65Ppcb,6/12/2007,2007,6,12,4/9/2021,2021,4,9,73,0.761,0.899,-3.09,0.183,0.014,0.072,95.027,217587,0.673,A#/Bb,east coast hip hop, gangster rap, hardcore hip hop, hip hop, pop rap, rap,,,,,
7,1,2/7/2020,2020,2,7,Intentions,28509534,"Justin Bieber, Quavo",48544923,4umIPjkehX1r7uhmGvXiSV,2/14/2020,2020,2,14,2/7/2020,2020,2,7,77,0.806,0.546,-6.637,0.058,0.3,0.102,147.986,212867,0.874,A,canadian pop, pop, post-teen pop,,,,,,,,
182,6,10/16/2020,2020,10,16,Thinking out Loud,4995623,Ed Sheeran,83337783,34gCuhDGsG4bRPIf9bb02f,6/21/2014,2014,6,21,2/12/2021,2021,2,12,82,0.781,0.445,-6.061,0.03,0.474,0.184,78.998,281560,0.591,D,pop, uk pop,,,,,,,,,
196,1,1/10/2020,2020,1,10,Kinda Crazy,4866777,Selena Gomez,28931149,59iGOjPSOcPLGl3vqEStUp,1/10/2020,2020,1,10,1/10/2020,2020,1,10,49,0.691,0.446,-10.304,0.047,0.484,0.183,93.03,212436,0.534,B,dance pop, pop, post-teen pop,,,,,,,,
174,3,1/8/2021,2021,1,8,Cry Baby (feat. DaBaby),4884711,Megan Thee Stallion,4794212,4aarlAfLKVCTxUDNgbwhjH,11/20/2020,2020,11,20,2/5/2021,2021,2,5,76,0.957,0.437,-7.882,0.359,0.004,0.219,130.058,137984,0.616,B,houston rap, pop, pop rap, trap queen,,,,,,,
59,18,5/7/2021,2021,5,7,Cover Me In Sunshine,5434073,"P!nk, Willow Sage Hart",11477164,6Tio0ZoDeSQnI7EBAqWer2,2/12/2021,2021,2,12,7/23/2021,2021,7,23,83,0.476,0.594,-6.879,0.135,0.06,0.079,159.702,141050,0.314,F,dance pop, pop, post-teen pop,,,,,,,,
180,2,11/27/2020,2020,11,27,Jenny (I Wanna Ruin Our Friendship),5364223,Studio Killers,181236,4JLBDUYSaOMPYND0iWeSWQ,12/4/2020,2020,12,4,12/4/2020,2020,12,4,72,0.668,0.798,-5.701,0.033,0.003,0.277,133.928,215280,0.575,B,,,,,,,,,,,
199,1,7/23/2021,2021,7,23,Verdansk,4950275,Dave,1427540,7IPKXYU2rTMnrLW5IZ7ZI5,7/22/2021,2021,7,22,7/23/2021,2021,7,23,77,0.961,0.502,-8.605,0.312,0.28,0.145,117.078,182285,0.536,D,uk hip hop,,,,,,,,,,
140,1,7/31/2020,2020,7,31,Move Ya Hips (feat. Nicki Minaj & MadeinTYO),5768616,A$AP Ferg,3037935,13v5IXnvO2BccWwOx5rb4s,9/25/2020,2020,9,25,7/31/2020,2020,7,31,61,0.808,0.676,-4.902,0.223,0.062,0.11,144.018,144973,0.076,E,hip hop, pop rap, rap, southern hip hop, trap, underground hip hop,,,,,
29,2,11/27/2020,2020,11,27,TE DESEO LO MEJOR,6204228,Bad Bunny,36177712,23XjN1s3DZC8Q9ZwuorYY4,11/27/2020,2020,11,27,12/4/2020,2020,12,4,70,0.763,0.597,-5.054,0.042,0.158,0.111,126.054,139576,0.194,C#/Db,latin, reggaeton, trap latino,,,,,,,,
73,1,12/18/2020,2020,12,18,Thank God It's Christmas - Non-Album Single,10509961,Queen,missing, , ,, ,,12/18/2020,2020,12,18,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing, , ,,,,,,,,,,
147,1,7/24/2020,2020,7,24,Andere Welt,5600868,"Capital Bra, Clueso, KC Rebell",4093115,5PAAUJTKLT0nCmHUlLdPXb,7/23/2020,2020,7,23,7/24/2020,2020,7,24,60,0.692,0.764,-5.233,0.113,0.574,0.106,84.029,189686,0.564,F,german hip hop,,,,,,,,,,
191,1,1/15/2021,2021,1,15,Buss It,4915403,Erica Banks,41551,25j0Sape7qZbq6ZPLFefTT,6/19/2020,2020,6,19,1/15/2021,2021,1,15,72,0.956,0.502,-5.995,0.213,0.059,0.238,110.003,187000,0.795,A,trap queen,,,,,,,,,,
3,70,1/10/2020,2020,1,10,Life Is Good (feat. Drake),5241227,Future,10488292,5yY9lUy8nbvjM1Uyo1Uqoc,1/10/2020,2020,1,10,5/7/2021,2021,5,7,81,0.676,0.609,-5.831,0.481,0.071,0.152,142.037,237735,0.508,D,atl hip hop, pop rap, rap, southern hip hop, trap,,,,,,
138,49,10/16/2020,2020,10,16,Be Alright,4900492,Dean Lewis,1692635,3EPXxR3ImUwfayaurPi3cm,6/29/2018,2018,6,29,2/5/2021,2021,2,5,80,0.553,0.586,-6.319,0.036,0.697,0.081,126.684,196373,0.443,B,australian pop, indie cafe pop, pop, pop rock, post-teen pop,,,,,,
164,4,9/18/2020,2020,9,18,#NAME?,4964708,Dalex,missing, , ,, ,,9/25/2020,2020,9,25,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing, , ,,,,,,,,,,
131,21,4/3/2020,2020,4,3,Can We Kiss Forever?,4397385,"Kina, Adriana Proenza",661863,58wyJLv6yH1La9NIZPl3ne,8/31/2018,2018,8,31,5/15/2020,2020,5,15,78,0.522,0.128,-18.717,0.036,0.894,0.094,109.986,187932,0.124,E,sad rap,,,,,,,,,,
5,31,11/6/2020,2020,11,6,Lonely (with benny blanco),5191697,Justin Bieber,48504126,4y4spB9m0Q6026KfkAvy9Q,10/16/2020,2020,10,16,5/14/2021,2021,5,14,80,0.631,0.239,-7.071,0.04,0.864,0.116,79.859,149297,0.093,B,canadian pop, pop, post-teen pop,,,,,,,,
166,1,6/26/2020,2020,6,26,Girls in the Hood,4577209,Megan Thee Stallion,4794212,6WbTTAGKrQtCQvmc5BuYfh,6/26/2020,2020,6,26,6/26/2020,2020,6,26,72,0.821,0.863,-3.159,0.353,0.008,0.038,180.013,154324,0.874,F#/Gb,houston rap, pop, pop rap, trap queen,,,,,,,
22,32,8/28/2020,2020,8,28,Tattoo - Remix with Camilo,5120753,Rauw Alejandro,6096559,4ZRrLHqzhGRXYj2qcB4s5S,7/9/2020,2020,7,9,2/12/2021,2021,2,12,78,0.848,0.637,-5.132,0.156,0.041,0.052,96.988,222680,0.698,A,puerto rican pop, trap latino,,,,,,,,,
94,18,12/27/2019,2019,12,27,Girls Like You (feat. Cardi B),4318772,Maroon 5,32279979,6V1bu6o1Yo5ZXnsCJU8Ovk,6/15/2018,2018,6,15,6/26/2020,2020,6,26,66,0.851,0.541,-6.825,0.051,0.568,0.13,124.959,235545,0.448,C,pop, pop rock,,,,,,,,,
48,3,7/23/2021,2021,7,23,Entre Nosotros,10215216,"Tiago PZK, LIT killah",375865,6w8yBI2vthyN9UnwO4UBWb,7/8/2021,2021,7,8,7/23/2021,2021,7,23,89,0.729,0.513,-6.345,0.046,0.494,0.137,170.064,192353,0.789,F,trap argentino,,,,,,,,,,
31,34,1/3/2020,2020,1,3,Bandit (with YoungBoy Never Broke Again),4514763,Juice WRLD,19102888,6Gg1gjgKi2AK4e0qzsR7sd,10/4/2019,2019,10,4,8/28/2020,2020,8,28,81,0.474,0.631,-5.884,0.343,0.069,0.132,180.051,189323,0.425,F,chicago rap, melodic rap,,,,,,,,,
180,1,12/18/2020,2020,12,18,Winter Wonderland,6680928,Tony Bennett,659472,6kkJlaBYdyFcwCg67hW40t,12/9/2014,2014,12,9,12/18/2020,2020,12,18,29,0.604,0.497,-6.676,0.032,0.727,0.102,126.011,149307,0.72,C#/Db,adult standards, easy listening, lounge, vocal jazz,,,,,,,
179,1,10/30/2020,2020,10,30,Highway to Hell,5096618,AC/DC,20110171,2zYzyRzz6pRmhPzyfMEC8s,7/27/1979,1979,7,27,10/30/2020,2020,10,30,83,0.574,0.913,-4.793,0.133,0.061,0.156,115.728,208400,0.423,F#/Gb,australian rock, hard rock, rock,,,,,,,,
153,1,7/23/2021,2021,7,23,Como Si No Importara,5627257,"Emilia, Duki",205590,1GYJpuLq41vEVKXiHGEY9j,7/13/2021,2021,7,13,7/23/2021,2021,7,23,83,0.843,0.534,-6.658,0.142,0.467,0.098,94.984,173053,0.528,C#/Db,,,,,,,,,,,
4,38,6/26/2020,2020,6,26,How You Like That,5023592,BLACKPINK,23848461,4SFknyjLcyTLJFPKD2m96o,10/2/2020,2020,10,2,3/12/2021,2021,3,12,79,0.812,0.761,-5.222,0.081,0.047,0.06,130.032,182956,0.344,B,k-pop, k-pop girl group,,,,,,,,,
9,39,3/13/2020,2020,3,13,Safaera,5390363,"Bad Bunny, Jowell & Randy, Ñengo Flow",36177712,2DEZmgHKAvm41k4J3R2E9Y,2/29/2020,2020,2,29,12/4/2020,2020,12,4,79,0.607,0.829,-4.074,0.379,0.01,0.107,96.172,295177,0.685,D,latin, reggaeton, trap latino,,,,,,,,
17,12,5/7/2021,2021,5,7,"Body (Remix) [feat. ArrDee, E1 (3x3), ZT (3x3), Bugzy Malone, Buni, Fivio Foreign & Darkoo]",5383125,"Tion Wayne, Russ Millions",323203,6uvMKqNlrSvcC4NaKnrwjZ,4/22/2021,2021,4,22,7/16/2021,2021,7,16,84,0.883,0.674,-8.043,0.357,0.21,0.068,141.02,278085,0.73,B,london rap,,,,,,,,,,
13,3,7/24/2020,2020,7,24,mirrorball,5564072,Taylor Swift,42227614,0ZNU020wNYvgW84iljPkPP,7/24/2020,2020,7,24,8/7/2020,2020,8,7,70,0.553,0.413,-10.037,0.033,0.687,0.059,110.107,208978,0.379,D,pop, post-teen pop,,,,,,,,,
38,2,10/30/2020,2020,10,30,safety net (feat. Ty Dolla $ign),5798744,Ariana Grande,67208170,14gkWVFMwdxBMyqBw1wmIg,10/30/2020,2020,10,30,11/6/2020,2020,11,6,70,0.552,0.599,-5.75,0.04,0.07,0.099,161.884,208457,0.092,C#/Db,dance pop, pop, post-teen pop,,,,,,,,
161,1,1/10/2020,2020,1,10,Let Me Get Me,5356671,Selena Gomez,28931149,0uFForNKQPvgSCnxlZIhQy,1/10/2020,2020,1,10,1/10/2020,2020,1,10,51,0.826,0.571,-9.263,0.043,0.249,0.215,121.06,189145,0.475,D,dance pop, pop, post-teen pop,,,,,,,,
80,80,12/27/2019,2019,12,27,Shape of You,6452492,Ed Sheeran,83293380,7qiZfU4dY1lWllzX7mPBI3,3/3/2017,2017,3,3,7/23/2021,2021,7,23,85,0.825,0.652,-3.183,0.08,0.581,0.093,95.977,233713,0.931,C#/Db,pop, uk pop,,,,,,,,,
5,142,12/27/2019,2019,12,27,Falling,5294368,Harry Styles,16112621,1ZMiCix7XSAbfAJlEZWMCp,12/13/2019,2019,12,13,5/14/2021,2021,5,14,83,0.567,0.267,-6.502,0.03,0.839,0.089,110.011,240133,0.059,E,pop, post-teen pop,,,,,,,,,
171,1,9/25/2020,2020,9,25,Pretty Boy (feat. Lil Yachty),5141212,Joji,4759367,0f1G5SHFoFC9lO03gHCGVS,9/25/2020,2020,9,25,9/25/2020,2020,9,25,66,0.656,0.776,-6.184,0.067,0.16,0.372,156.049,156759,0.638,F#/Gb,alternative r&b, viral pop,,,,,,,,,
36,2,3/20/2020,2020,3,20,Faith,5730081,The Weeknd,35340069,3orEOtd8CPL8GFlpRpKuoE,3/20/2020,2020,3,20,3/27/2020,2020,3,27,67,0.375,0.605,-7.268,0.073,0.612,0.147,175.946,283227,0.128,C,canadian contemporary r&b, canadian pop, pop,,,,,,,,
134,1,6/4/2021,2021,6,4,0X1=LOVESONG (I Know I Love you),6040553,"TOMORROW X TOGETHER, Seori",4136553,1Z8TPHiKeCUyClxV6WTTIf,5/31/2021,2021,5,31,6/4/2021,2021,6,4,81,0.584,0.836,-4.925,0.079,0.056,0.066,104.973,202204,0.484,C,k-pop, k-pop boy group,,,,,,,,,
24,2,11/20/2020,2020,11,20,Telepathy,7703744,BTS,37151476,2FVpOsjT1iquZ3SpCjZ9Ne,11/20/2020,2020,11,20,11/27/2020,2020,11,27,77,0.787,0.669,-4.333,0.043,0.008,0.123,104.994,202313,0.57,F,k-pop, k-pop boy group,,,,,,,,,
19,26,1/1/2021,2021,1,1,HOLIDAY,5264232,Lil Nas X,5473565,6zFMeegAMYQo0mt8rXtrli,11/13/2020,2020,11,13,5/7/2021,2021,5,7,83,0.81,0.511,-6.924,0.164,0.12,0.083,151.947,154998,0.837,F,lgbtq+ hip hop, pop rap,,,,,,,,,
186,1,2/21/2020,2020,2,21,Rich Rich,4938864,Ufo361,1700759,2QfmSvSMwTXcvlIkU0w1Yk,4/24/2020,2020,4,24,2/21/2020,2020,2,21,50,0.548,0.648,-4.796,0.292,0.084,0.123,141.937,204319,0.232,E,german cloud rap, german hip hop,,,,,,,,,
7,65,3/27/2020,2020,3,27,Break My Heart,4971176,Dua Lipa,27142474,017PF4Q3l4DBUiWoXk4OWT,3/27/2020,2020,3,27,6/18/2021,2021,6,18,80,0.73,0.729,-3.434,0.088,0.167,0.349,113.011,221820,0.467,E,dance pop, pop, uk pop,,,,,,,,
190,1,3/6/2020,2020,3,6,I Fall Apart,5251918,Post Malone,33663701,75ZvA4QfFiZvzhj2xkaWAh,12/9/2016,2016,12,9,3/6/2020,2020,3,6,80,0.556,0.538,-5.408,0.038,0.069,0.196,143.95,223347,0.291,G#/Ab,dfw rap, melodic rap, rap,,,,,,,,
