Highest_Charting_Position,Number_of_Times_Charted,Week_of_Highest_Charting_year,Week_of_Highest_Charting_month,Week_of_Highest_Charting_day,Streams,Artist,Artist_Followers,Release_Date,Release_Date_year,Release_Date_month,Release_Date_day,Weeks_Charted_year,Weeks_Charted_month,Weeks_Charted_day,Popularity,Danceability,Energy,Loudness,Speechiness,Acousticness,Liveness,Tempo,Duration_ms,Valence,Chord,Genre_1
109,3,2021,7,23,6614072,"Becky G, El Alfa",10356559,6/3/2021,2021.0,6,3.0,2021,7,23,86,0.93,0.837,-4.632,0.187,0.256,0.239,111.898,158532,0.821,G,dance pop
195,1,2019,12,27,4630675,Dua Lipa,27167675,6/2/2017,2017.0,6,2.0,2019,12,27,79,0.762,0.7,-6.021,0.069,0.003,0.153,116.073,209320,0.608,A,dance pop
58,4,2020,4,17,7471309,Joji,4759367,4/16/2020,2020.0,4,16.0,2020,9,25,69,0.482,0.631,-6.917,0.099,0.696,0.209,126.576,214558,0.074,F,alternative r&b
33,12,2020,11,27,4995965,Bad Bunny,36177712,11/27/2020,2020.0,11,27.0,2021,2,26,77,0.883,0.6,-7.188,0.37,0.114,0.093,113.903,156430,0.691,G,latin
65,2,2021,7,16,5315734,Pop Smoke,6837946,7/16/2021,2021.0,7,16.0,2021,7,23,81,0.716,0.67,-6.995,0.101,0.526,0.13,145.043,203586,0.411,C,brooklyn drill
77,34,2020,1,3,4598766,Noah Cyrus,891555,5/15/2020,2020.0,5,15.0,2020,10,16,81,0.708,0.186,-8.953,0.042,0.868,0.078,72.541,156106,0.322,A,alt z
63,1,2020,7,3,8443771,Pop Smoke,6852509,7/3/2020,2020.0,7,3.0,2020,7,3,66,0.8,0.564,-5.817,0.4,0.029,0.112,139.989,150857,0.318,G#/Ab,brooklyn drill
14,26,2020,8,14,5208100,Miley Cyrus,15778531,8/14/2020,2020.0,8,14.0,2021,2,5,76,0.705,0.814,-5.466,0.035,0.001,0.203,110,223279,0.259,E,dance pop
30,45,2019,12,27,4813796,Ed Sheeran,83337783,6/28/2019,2019.0,6,28.0,2020,11,6,79,0.64,0.648,-8.113,0.187,0.124,0.08,92.977,197867,0.548,F,pop
52,11,2020,2,28,4909499,Bad Bunny,36177712,2/29/2020,2020.0,2,29.0,2020,5,8,82,0.86,0.791,-4.784,0.057,0.169,0.106,92.023,175918,0.887,C,latin
60,8,2021,6,18,6853994,WILLOW,1521837,4/27/2021,2021.0,4,27.0,2021,7,23,85,0.39,0.83,-5.201,0.056,0.002,0.156,90.021,168030,0.191,B,afrofuturism
169,1,2020,7,17,4803071,Luciano,942380,7/16/2020,2020.0,7,16.0,2020,7,17,60,0.874,0.542,-7.064,0.344,0.062,0.181,142.016,196933,0.481,A#/Bb,german drill
82,11,2020,10,23,6241923,"Clean Bandit, Mabel",4431309,8/21/2020,2020.0,8,21.0,2020,11,20,78,0.779,0.705,-3.895,0.034,0.369,0.124,101.022,178374,0.946,C,dance pop
2,29,2020,1,3,4599349,Justin Bieber,48544923,1/3/2020,2020.0,1,3.0,2020,7,17,72,0.687,0.514,-6.612,0.09,0.366,0.116,145.921,210427,0.494,A,canadian pop
71,13,2021,4,30,5041120,"Dj Guuga, DJ Ivis",608109,3/27/2021,2021.0,3,27.0,2021,7,9,79,0.583,0.918,-3.612,0.052,0.288,0.07,164.081,172973,0.836,F#/Gb,funk carioca
91,3,2020,8,21,4982232,ITZY,2384076,8/17/2020,2020.0,8,17.0,2020,9,4,73,0.776,0.911,-3.08,0.131,0.155,0.268,101.027,177728,0.56,D,k-pop girl group
74,1,2020,12,4,9325928,Juice WRLD,19102888,12/2/2020,2020.0,12,2.0,2020,12,4,70,0.703,0.703,-4.672,0.133,0.605,0.12,76.017,183783,0.697,C#/Db,chicago rap
128,9,2020,1,10,5135469,"Rich Music LTD, Sech, Dalex, Justin Quiles, Lenny Tavárez, Feid",206225,10/11/2019,2019.0,10,11.0,2020,2,21,66,0.711,0.757,-4.188,0.29,0.268,0.367,174.013,218587,0.724,C#/Db,latin
14,32,2020,8,28,5344862,KAROL G,1251372,8/12/2021,2021.0,8,12.0,2021,2,12,0,0.715,0.706,-4.423,0.195,0.496,0.106,179.997,189840,0.522,B,
6,84,2019,12,27,7156162,Post Malone,33651775,9/6/2019,2019.0,9,6.0,2021,7,23,87,0.695,0.762,-3.497,0.04,0.192,0.086,120.042,215280,0.553,C,dfw rap
61,12,2019,12,27,4785720,Tainy,509411,8/22/2019,2019.0,8,22.0,2020,3,13,75,0.734,0.836,-4.803,0.074,0.017,0.179,80.002,270741,0.623,A#/Bb,latin
117,4,2020,11,6,5361669,"Octavian, Skepta",213344,3/13/2020,2020.0,3,13.0,2020,11,13,73,0.866,0.563,-6.964,0.108,0.185,0.089,127.954,161668,0.307,B,afroswing
105,1,2020,2,7,6561188,Nicki Minaj,22170982,2/7/2020,2020.0,2,7.0,2020,2,7,70,0.911,0.637,-8.381,0.447,0.041,0.238,149.996,156882,0.66,G#/Ab,dance pop
195,1,2020,1,10,4874380,Selena Gomez,28931149,1/10/2020,2020.0,1,10.0,2020,1,10,51,0.855,0.294,-8.676,0.286,0.3,0.091,139.745,182017,0.842,F,dance pop
91,1,2020,5,29,6996402,Lady Gaga,18585963,5/29/2020,2020.0,5,29.0,2020,5,29,61,0.698,0.799,-4.372,0.034,0.013,0.215,115.957,161733,0.351,D,dance pop
64,10,2021,4,2,5174298,Lil Tjay,3553442,4/2/2021,2021.0,4,2.0,2021,5,21,81,0.808,0.639,-7.266,0.279,0.08,0.15,118,144349,0.395,C#/Db,brooklyn drill
74,3,2020,10,30,5602168,"K/DA, Madison Beer, (G)I-DLE, Lexie Liu, Jaira Burns, Seraphine, League of Legends",1245965,10/28/2020,2020.0,10,28.0,2020,11,13,73,0.66,0.787,-4.592,0.032,0.003,0.323,142.018,217088,0.199,C#/Db,k-pop girl group
176,1,2020,10,30,5103194,Sam Smith,17097317,10/30/2020,2020.0,10,30.0,2020,10,30,62,0.666,0.726,-2.998,0.026,0.486,0.089,128.044,207528,0.468,B,dance pop
65,1,2020,2,14,9010535,Justin Bieber,48544923,2/14/2020,2020.0,2,14.0,2020,2,14,63,0.566,0.438,-7.564,0.037,0.809,0.212,117.127,136907,0.692,C,canadian pop
159,1,2020,5,22,4861870,Sia,20528724,5/20/2020,2020.0,5,20.0,2020,5,22,71,0.521,0.877,-5.444,0.068,0.013,0.093,180.007,205208,0.199,G,australian dance
120,3,2020,1,24,5312936,Matthew Wilder,30386,3/19/1983,1983.0,3,19.0,2020,1,31,73,0.917,0.588,-11.047,0.061,0.195,0.091,110.077,184480,0.828,A#/Bb,new wave pop
101,4,2020,5,29,5124116,Anuel AA,18306226,5/29/2020,2020.0,5,29.0,2020,6,19,67,0.735,0.916,-2.082,0.117,0.397,0.092,167.994,221429,0.691,D,latin
66,11,2020,3,13,4296154,YNW Melly,6332535,3/13/2020,2020.0,3,13.0,2020,6,5,76,0.655,0.441,-5.245,0.063,0.474,0.099,139.957,225857,0.273,A,melodic rap
137,10,2020,3,6,4314080,Lil Uzi Vert,11821805,8/25/2017,2017.0,8,25.0,2020,6,5,82,0.732,0.75,-6.366,0.231,0.003,0.109,155.096,182707,0.401,B,melodic rap
69,6,2020,12,18,5394054,Darlene Love,1251372,1963,,1963,,2020,12,25,45,0.325,0.759,-7.146,0.053,0.395,0.077,126.627,166453,0.36,G#/Ab,
59,6,2020,7,17,4737306,Rod Wave,2203386,4/3/2020,2020.0,4,3.0,2020,8,14,55,0.904,0.26,-17.57,0.101,0.277,0.121,117.967,167147,0.231,F,florida rap
74,1,2020,2,21,8822365,BTS,37151476,2/21/2020,2020.0,2,21.0,2020,2,21,72,0.55,0.747,-5.211,0.041,0.067,0.054,79.98,199339,0.648,C#/Db,k-pop
17,30,2021,1,29,6308369,Boza,278679,7/31/2020,2020.0,7,31.0,2021,6,18,83,0.725,0.756,-5.013,0.057,0.362,0.103,100.07,186133,0.828,E,reggaeton
50,23,2019,12,27,4350496,"Bad Bunny, Tainy",36177712,5/31/2019,2019.0,5,31.0,2020,6,5,81,0.61,0.624,-4.773,0.309,0.6,0.243,176.169,250534,0.244,D,latin
140,7,2020,1,3,4953866,Jonas Brothers,5436999,6/7/2019,2019.0,6,7.0,2020,2,7,74,0.795,0.496,-5.883,0.072,0.108,0.065,94.01,183000,0.874,C,boy band
37,12,2020,1,3,5046905,Tyga,6298789,11/13/2019,2019.0,11,13.0,2020,3,13,74,0.816,0.629,-5.568,0.226,0.133,0.069,96.493,131607,0.714,D,dance pop
13,21,2020,5,1,4568308,"Beyoncé, Megan Thee Stallion",28335112,4/29/2020,2020.0,4,29.0,2020,9,11,73,0.822,0.743,-4.772,0.28,0.016,0.127,84.459,242001,0.636,A#/Bb,dance pop
20,5,2021,1,15,6162453,Ariana Grande,missing, ,, ,,2021,2,19,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing, , 
9,39,2021,2,26,10739770,Tiësto,5785065,9/16/2020,2020.0,9,16.0,2021,7,23,90,0.798,0.62,-7.079,0.232,0.414,0.112,120.031,164000,0.235,G#/Ab,big room
199,1,2021,5,21,5152139,Daði Freyr,169137,3/13/2021,2021.0,3,13.0,2021,5,21,70,0.798,0.621,-6.916,0.039,0.014,0.093,123.038,166000,0.443,D,icelandic pop
47,8,2020,5,8,4312675,"Bad Bunny, Don Omar",36177712,5/10/2020,2020.0,5,10.0,2020,6,26,72,0.772,0.83,-5.019,0.06,0.016,0.084,94.011,194200,0.697,G,latin
17,3,2020,11,27,6388079,Bad Bunny,36177712,11/27/2020,2020.0,11,27.0,2020,12,11,73,0.688,0.881,-4.889,0.047,0.095,0.08,123.013,191526,0.677,G,latin
127,1,2020,12,18,7993078,"Mykola Dmytrovych Leontovych, John Williams",1024868,1990,,1990,,2020,12,18,51,0.418,0.106,-22.507,0.045,0.994,0.179,46.718,85267,0.8,G#/Ab,soundtrack
148,1,2020,8,28,5306994,Katy Perry,18936929,4/23/2021,2021.0,4,23.0,2020,8,28,67,0.676,0.794,-4.78,0.037,0.051,0.072,125.957,159286,0.161,D,dance pop
105,14,2021,1,15,5326719,"Jason Derulo, Nuka",9778632,11/20/2020,2020.0,11,20.0,2021,3,26,79,0.738,0.85,-3.049,0.064,0.105,0.23,98.013,192921,0.865,G#/Ab,dance pop
150,2,2019,12,27,4732292,Apache 207,1674348,10/25/2019,2019.0,10,25.0,2020,1,3,70,0.941,0.758,-6.47,0.17,0.026,0.193,128.017,157093,0.683,A#/Bb,german hip hop
4,13,2020,2,14,4293009,Billie Eilish,47061119,2/13/2020,2020.0,2,13.0,2020,5,8,75,0.38,0.219,-13.273,0.036,0.917,0.083,73.537,242265,0.052,E,electropop
49,2,2020,10,30,4896521,Ariana Grande,67208170,10/30/2020,2020.0,10,30.0,2020,11,6,66,0.686,0.526,-6.842,0.037,0.082,0.144,92.013,158436,0.372,C,dance pop
157,7,2020,1,24,5066711,"Piso 21, Christian Nodal",7226268,9/6/2019,2019.0,9,6.0,2020,2,7,74,0.728,0.542,-5.195,0.051,0.259,0.136,90.016,227234,0.637,C,colombian pop
72,5,2021,5,7,5552212,Lil Tecca,4016497,5/6/2021,2021.0,5,6.0,2021,6,4,82,0.807,0.659,-6.92,0.332,0.022,0.309,82.465,168727,0.438,B,melodic rap
169,2,2020,1,3,4935492,24kGoldn,1276406,11/22/2019,2019.0,11,22.0,2020,1,3,74,0.746,0.717,-4.841,0.179,0.199,0.132,150.964,179133,0.523,A,cali rap
198,1,2020,3,13,4752181,Ufo361,1700759,3/13/2020,2020.0,3,13.0,2020,3,13,53,0.826,0.368,-12.761,0.133,0.516,0.091,127.977,107446,0.158,G,german cloud rap
13,14,2020,2,28,4609858,Lady Gaga,1251372,8/8/2021,2021.0,8,8.0,2020,6,19,0,0.68,0.825,-4.296,0.07,0.002,0.27,117.987,193533,0.784,G#/Ab,
70,1,2020,12,11,11245393,Taylor Swift,42227614,12/11/2020,2020.0,12,11.0,2020,12,11,62,0.689,0.704,-10.813,0.245,0.835,0.134,151.884,180653,0.92,A,pop
136,1,2020,1,31,5774770,Samra,1045091,1/29/2020,2020.0,1,29.0,2020,1,31,53,0.801,0.731,-3.723,0.383,0.188,0.111,105.666,138409,0.537,G#/Ab,german hip hop
139,1,2020,2,14,5921044,Tame Impala,5064200,2/14/2020,2020.0,2,14.0,2020,2,14,77,0.621,0.873,-3.067,0.037,0.041,0.082,97.96,237800,0.873,F,australian psych
4,37,2020,9,18,5063015,Justin Bieber,48504126,9/18/2020,2020.0,9,18.0,2021,5,28,81,0.673,0.704,-8.056,0.36,0.196,0.09,86.919,212093,0.372,F#/Gb,canadian pop
45,20,2020,10,23,5030670,Ashnikko,1248499,7/9/2020,2020.0,7,9.0,2021,1,29,76,0.834,0.663,-6.143,0.133,0.235,0.372,121.876,146523,0.774,G#/Ab,electropop
4,76,2020,6,19,5238547,"Powfu, beabadoobee",924083,2/8/2020,2020.0,2,8.0,2021,7,23,85,0.726,0.431,-8.765,0.135,0.731,0.696,144.026,173333,0.348,G#/Ab,sad rap
30,9,2020,4,10,4252898,Twenty One Pilots,20829526,4/9/2020,2020.0,4,9.0,2020,6,5,72,0.754,0.583,-7.34,0.043,0.32,0.144,122.012,220051,0.77,E,modern rock
29,15,2020,1,24,5234645,Ali Gatie,1758300,3/26/2021,2021.0,3,26.0,2020,5,1,69,0.596,0.366,-11.144,0.115,0.63,0.055,84.394,193668,0.229,G,canadian hip hop
193,1,2021,2,12,4902737,Oasis,6478565,1995,,1995,,2021,2,12,78,0.375,0.893,-4.097,0.041,0.001,0.187,174.323,258773,0.434,D,beatlesque
6,7,2020,12,18,15424001,Michael Bublé,4702232,11/9/2012,2012.0,11,9.0,2020,12,25,55,0.339,0.214,-11.714,0.038,0.908,0.341,94.775,206640,0.363,E,adult standards
124,3,2020,11,6,5201322,Little Mix,9398941,11/6/2020,2020.0,11,6.0,2020,11,13,73,0.448,0.824,-4.249,0.057,0.074,0.113,119.965,213693,0.419,F,dance pop
